id,SMILES,Tg,FFV,Tc,Density,Rg
234483624.0,*C1CC(*)OC(O)O1,136.0523749,,,,
234538951.0,*=Nc1cccc(Oc2cccc(Oc3cccc(N=C4OC(=O)c5cc6c(cc54)C(=*)OC6=O)c3)c2)c1,132.5253262,,,,
236163730.0,*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(C)=C(C(=O)OCC)C1c1ccc(Cl)cc1,170.3261787,,,,
238223157.0,*C(=O)N(*)c1ccccc1,150.7130657,,,,
240232361.0,*N=Cc1ccc(-c2ccc(C=Nc3ccc4c(c3)c3cc(*)ccc3n4CCCCCC)s2)s1,95.07860424,,,,
243853291.0,*c1ccc(C(=O)OCCCCCCOC(=O)c2ccc(N3C(=O)CC(SCCOCCSC4CC(=O)N(*)C4=O)C3=O)cc2)cc1,19.42674542,,,,
245779778.0,*C(=O)C(*)(C)C,105.8292511,,,0.919975664,25.84971423
257850952.0,*Oc1ccc(C(C)=Cc2ccc(OC(=O)OCCCCCOC(*)=O)cc2)cc1,39.38257392,,,,
265038627.0,*CCCCCCOCCCCCCOCCCCCO*,-72.01996519,,,,
267049794.0,*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CCCC(=O)O*,-64.11657159,,,,
267912832.0,*CCCCCCCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,73.37639604,,,,
270662526.0,*c1ccc(Sc2ccc(-c3nc(-c4cccc(-c5nnc(-c6ccccc6)c(*)n5)n4)nnc3-c3ccccc3)cc2)cc1,419.5781202,,,,
274614510.0,*OC(CC(*)=O)C(C)C,-24.82439314,,,,
284595179.0,*CCOC(=O)NCCSCCCCSCCNC(=O)O*,26.25521298,,,,
286520814.0,*CC1CC1CO*,-28.98581149,,,,
286659449.0,*CC(*)(C)C(=O)OC(C)Oc1ccccc1,31.196908,,,,
286907970.0,*c1ccc([Si](*)(OCC)OCC)cc1,7.02246836,,,,
287416791.0,*c1ccc(S(=O)(=O)NCCNS(*)(=O)=O)cc1,7.54081281,,,,
289478370.0,*Oc1cccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4cccc(Oc5nc(*)nc(Sc6ccccc6)n5)c4)cc3)cc2)c1,184.9515774,,,,
289972048.0,*=Cc1ccc(C=C2SC(=S)N(c3ccc(N4C(=O)C(=*)SC4=S)cc3)C2=O)cc1,187.1036635,,,,
293023790.0,*C=Cc1cc(OCCCCCCOc2ccc(C3CCC(CCCCC)CC3)cc2)c(*)cc1OCCCCCCOc1ccc(C2CCC(CCCCC)CC2)cc1,36.67582945,,,,
295343824.0,*C(=O)c1ccc(C(=O)N(CCC)c2ccc(Cc3ccc(N(*)CCC)c(C)c3)cc2C)cc1,179.9023847,,,,
296780712.0,*CCCOCCOCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,-26.75831261,,,,
299349220.0,*NC(C)C(=O)NCC(*)=O,19.96697332,,,,
308745808.0,*CC1CCC(COC(=O)NCCSCCCCCSCCNC(=O)O*)CC1,77.84678315,,,,
313907766.0,*CCCCCCCCc1nc2cc(-c3ccc4oc(*)nc4c3)ccc2o1,61.93714913,,,,
314916411.0,*Nc1ccc(NC(=O)c2cc(C(=O)O)c(C(*)=O)cc2C(=O)O)cc1,240.3936293,,,,
321955140.0,*NC(CC(*)=O)C(=O)OCCCCCC,0.713924343,,,,
327552819.0,*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(N2C(=O)C(=Cc3c(C)c4ccccc4n3C)C(=C(C)C)C2=O)cc1,-17.96880959,,,,
330131913.0,*CCCCOC(=O)SSC(=O)O*,-58.94578339,,,,
351687879.0,*CC(*)(C)C(=O)OCCCCCCOc1ccc(C=Nc2ccc(CCCC)cc2)cc1,12.41121342,,,,
364021169.0,*=C=C=C(COS(=O)(=O)c1ccc(C)cc1)C(=*)COS(=O)(=O)c1ccc(C)cc1,76.80290526,,,,
368592179.0,*Nc1ccc(C(*)=O)cc1,92.05287264,,,,
368595823.0,*C(=O)NCCCCCCCCCCNC(=O)c1cncc(*)c1,85.60365033,,,,
369610662.0,*SCC(=O)NN=Cc1ccc(OCCCCOc2ccc(C=NNC(=O)CSc3nnc(*)s3)cc2)cc1,39.79677892,,,,
379965710.0,*Cc1c(C)c(C)c(CSC(=O)c2ccc(C(=O)S*)cc2)c(C)c1C,127.8963011,,,,
380596855.0,*CCCCCCCCCCOC(=O)CCCCSCCCCC(=O)O*,-22.30064955,,0.27,,
383339614.0,*OC(=O)c1ccccc1NC(=O)c1ccc(C(=O)Nc2ccccc2C(=O)OC(=O)c2cccc(C(*)=O)c2)cc1,185.0999075,,,,
384803806.0,*C(=O)SSCCCCSSC(=O)N1CCN(*)CC1,-3.571974592,,,,
391108347.0,*Oc1ccc(OC(=O)c2ccc(OC(=O)CCCCCCC(*)=O)cc2)cc1,72.32081554,,,,
392174026.0,*CCOCCOC(=O)c1ccc(-n2on2-c2ccc(C(=O)O*)cc2)cc1,15.34426557,,,,
392422616.0,*Cc1ccc(OCCOc2ccc(*)c3cccnc23)c2ncccc12,74.04018308,,,,
393047512.0,*Oc1ccc(-c2ccc(OC(=O)c3cc(C(=O)OCCCCCC)c(C(*)=O)cc3C(=O)OCCCCCC)cc2)cc1,77.13970172,,,,
393692859.0,*C=C(*)CNS(=O)(=O)CC,44.748248,,,,
402492102.0,*CCCCCOc1ccc(CCCNC(=O)CCCCC(=O)NCCCc2ccc(O*)cc2)cc1,28.2211431,,,,
403135402.0,*CC(*)(C)C(=O)OCCCCCCCCOC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,47.48888608,,,,
404993408.0,*c1ccc(C(=O)Nc2ccc(Oc3ccc(Oc4ccc(NC(=O)c5ccc(N6C(=O)c7ccc(-c8cccc9c8C(=O)N(*)C9=O)cc7C6=O)cc5)cc4)cc3)cc2)cc1,178.6163373,,,,
407061099.0,*Nc1cccc(C#Cc2cccc(NC(=O)c3ccc(C(*)=O)cc3C(=O)O)c2)c1,187.6187871,,,,
407820973.0,*=C=C=C(CO)C(=*)CO,42.01413885,,,,
427458054.0,*C=C(*)C,4.023221393,,,,
429074783.0,*CC(*)C(=O)OCCOC(F)(C(F)(F)F)C(F)(F)F,-51.63721715,,,,
434463983.0,*CNC(=O)CCCCCCCCC(=O)N*,66.76854223,,,,
440221059.0,*c1cc(COCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)c(*)s1,59.88076613,,,,
440284269.0,*CCCCCC(=O)NCCc1ccc(CCNC(=O)CCCCCS*)cc1,-18.01175462,,,,
441045416.0,*NNC(=O)CCCCCCCCC(=O)NNC(=S)c1cccc(C(*)=S)c1,32.4414411,,,,
441800426.0,*CCCCCC(=O)Oc1ccc2cc(OC(=O)CCCCCn3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)ccc2c1,-10.30414379,,,,
447646076.0,*Oc1c(Br)cc(C(C)(CCC(=O)O)c2cc(Br)c(OC(=O)c3cccc(C(*)=O)c3)c(Br)c2)cc1Br,175.2273279,,,,
447692460.0,*C=Cc1cc(C=Cc2ccc(OCCC(C)CCCC(C)C)cc2)c(*)cc1C=Cc1ccc(OCCC(C)CCCC(C)C)cc1,2.868925186,,,,
454723677.0,*Oc1ccc(C(=O)Oc2ccc(Cc3ccc(OC(=O)c4ccc(OC(=O)c5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,88.16409459,,,,
454925520.0,*Oc1ccc(-c2ccc(OC(=O)c3ccc(OC(=O)c4ccc(C(=O)Oc5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,213.4133554,,,,
455581331.0,*c1cc(OCCCCCCCCCC)c(*)cc1OCCCCCCCCCC,5.423112055,,0.256,,
455760856.0,*c1ccc(OCCCCCCCCCOc2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,47.98864595,,,,
457518738.0,*CCN(CCCC(=O)Nc1ccc(N=Nc2ccccc2)cc1)CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,-32.25789051,,,,
462771322.0,*Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)C(CC(C)C)N4C(=O)c5ccccc5C4=O)cc(C(*)=O)c3)cc2)cc1,36.87047274,,,,
471856670.0,*C=C(*)c1cc(C(F)(F)F)sc1C(F)(F)F,54.57900551,,,,
476733840.0,*CCCCCCOC(=O)C1CC(=O)C(C(=O)O*)CC1=O,-36.66445232,,,,
478096853.0,*CC(=O)OCCCCCCOC(=O)Cn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,55.49864746,,,,
483787501.0,*C(=O)c1ccc(N=Nc2ccc(C(=O)N3C(=O)N(*)C(C)(C)C3=O)cc2)cc1,302.3547996,,,,
484741548.0,*CC(c1ccccc1)C1C(=O)N(c2ccc(Cl)cc2)C(=O)C1*,168.825845,,,,
488617798.0,*c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(-c4nc5ccc(-c6ccc7nc(*)[nH]c7c6)cc5[nH]4)cc3)cc2)cc1,358.667269,,,,
505042674.0,*CC(OC(C)=O)C1C(=O)N(c2ccccc2)C(=O)C1*,157.3759721,,,,
506576027.0,*CCCCCCN(C)C(=O)CCCCCCCCCCCCCCCCC(=O)N(*)C,49.34222836,,0.3525,0.898624404,19.92649972
506857730.0,*C1C(=O)N(c2ccc(COC(C)(C)C)cc2)C(=O)C1*,122.5873684,,,,
509241405.0,*CCCCCCN1C(=O)C(=Cc2ccc(C=C3SC(=S)N(*)C3=O)cc2)SC1=S,35.37444876,,,,
509577164.0,*CC(*)(C)C(=O)Oc1ccc(C)cc1,126.1154692,,0.1545,0.951958497,12.66351417
510815019.0,*CC(C)(C)COC(=O)NCCCCCCNC(=O)O*,47.60248847,,,,
513101692.0,*c1ccc(-c2ccc(-c3ccc(*)n3C)n2C)cn1,256.5965094,,,,
528293396.0,*CCCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,-0.868265132,,0.35,0.888311048,16.27222852
528781081.0,*CC(*)(C)C(=O)OCCNC(=O)N(CCCCCC)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,23.2402228,,,,
531044594.0,*C(C)C(*)O,113.5665564,,,,
535364463.0,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)NNC(=O)c4ccc(NC(=O)c5ccc(*)cc5)c(O)c4)cc3)cc2)cc1,111.457133,,,,
541941802.0,*CCCCCC(=O)NCCNC(=O)CCCCCOC(=O)c1ccc(C(=O)O*)cc1,81.65245915,,,,
545546596.0,*C=Cc1ccc(*)n1CCCCCC,-15.03969582,,,,
548292823.0,*NNC(=O)c1cccc(C(*)=O)c1,232.2266265,,,,
551862261.0,*CCCCCCOC(=O)Nc1cc(NC(=O)OCCCCOC(=O)Nc2ccc(C)c(NC(=O)OCCCCCCOc3ccc(-c4ccc(O*)cc4)cc3)c2)ccc1C,41.49405569,,,,
552340314.0,*Nc1cccc(NC(=O)CCCCCC(*)=O)c1,-12.07623639,,,,
552823663.0,*CC(*)(CC(=O)OCCCCCCCCCC)C(=O)OCCCCCCCCCC,75.04044311,,,,
573587884.0,*NNC(=O)CCCCC(=O)NNC(=O)CCCCCCCC(*)=O,101.0022623,,,,
576198194.0,*CC(*)C(CC)CC,38.96888215,,0.1883333333333333,,
578229955.0,*C(=O)NCCCCCCNC(=O)c1ccc(*)s1,42.90894132,,,,
583338677.0,*CC(*)(CO)C(=O)OCC,22.36004964,,,,
590474607.0,*Nc1ccccc1CCc1ccccc1NC(*)=O,207.655323,,,,
593164560.0,*Cc1ccc(-c2ccc(CSC(=O)CCCCC(=O)S*)cc2)cc1,-14.32353196,,,,
608511939.0,*=Cc1ccc(C(=O)CCCCC(=O)c2ccc(C=C3CN(C)CC(=*)C3=O)o2)o1,95.14114513,,,,
616177559.0,*Sc1ccc(*)cc1,64.586946,,,1.231097312,21.1652389
623331916.0,*CCCCCCOC(=O)C(CCCCCCOc1ccc(-c2ccc(OCc3ccc([N+](=O)[O-])cc3)cc2)cc1)C(=O)O*,17.95743357,,,,
634363683.0,*c1ccc2[nH]c3ccc(*)cc3c2c1,246.5898577,,,,
640431640.0,*OS(=O)(=O)c1ccc(-c2ccc(S(=O)(=O)Oc3c(Br)cc(C4(c5cc(Br)c(*)c(Br)c5)CCCCC4)cc3Br)cc2)cc1,268.4647521,,,,
645076897.0,*NC(=O)c1cc(C(=O)Nc2nc(*)nc(-c3ccccc3)n2)c(C(=O)OC(=O)Nc2cc(NC(=O)OCCCCCCCC)ccc2C)cc1C(=O)O,-1.691479041,,,,
645691711.0,*CCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,76.72929425,,,,
663317313.0,*c1sc(*)c(OCCCCCCC)c1C,32.04437108,,,,
666970760.0,*C(=O)Nc1ccc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc(*)ccc6[nH]5)c4)nc3c2)cc1,309.3374253,,,,
676741869.0,*c1cccc(-c2nc3cc(-c4ccc5c(c4)nc(*)n5CCCS(=O)(=O)O)ccc3n2CCCS(=O)(=O)O)c1,208.6363648,,,,
681607778.0,*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(N=Nc2ccc(C)cc2)cc1,24.09354398,,,,
682136136.0,*CC1(CO*)CC2CCC1CC2,81.08225465,,,,
691290005.0,*C(c1ccccc1)C(*)[N+](=O)[O-],173.9913454,,,,
691340990.0,*c1ccc(-c2nc3cc4nc(*)[nH]c4cc3[nH]2)cc1,340.5865983,,,,
692373242.0,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1Cl,119.6241841,,,,
695348815.0,*/C=C/c1cc(CCCCCC)c(/C=C/c2ccc(*)cc2)cc1CCCCCC,51.04706134,,,,
709226489.0,*c1cc2sc(-c3sc(-c4cc(CCCCCCCCCCBr)c(*)s4)cc3CCCCCCCCCCBr)cc2s1,24.95900908,,,,
717229286.0,*N=P(*)(OCCC(=O)C=C)OCCC(=O)C=C,-42.12432011,,,,
722303181.0,*C=Nc1ccc(N=Cc2ccc(Sc3ccc(*)o3)o2)cc1,95.64631957,,,,
723086841.0,*C(=O)c1ccc(C(=O)N(C)c2ccc(Cc3ccc(N(*)C)c(C)c3)cc2C)cc1,167.9642319,,,,
723637794.0,*OS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,190.021745,,,,
730567526.0,*c1ccc([Si](*)(C)c2ccc(CN(C)C)cc2)cc1,12.90627629,,,,
731417662.0,*CCCCCCCCCCC1CC(CCC2CC(*)OC2=O)C(=O)O1,84.1573412,,,,
737341727.0,*CC(*)n1c2ccc(Br)cc2c2cc(Br)ccc21,115.6170166,,,,
742571113.0,*c1cc(*)c(O)c(C=Nc2ccc(F)cc2)c1,-121.5212841,,,,
746817611.0,*CCOC(=O)Nc1ccc(NC(=O)O*)cc1,134.2908917,,,,
749003022.0,*Sc1ccc(-c2ccc(SC(=O)CCCCC(*)=O)cc2)cc1,13.2621556,,,,
752379788.0,*C1=NC2=CC(*)C=CC2=C1,103.156476,,,,
754272312.0,*CC(c1ccccc1)C1C(=O)N(CCCCCCCC)C(=O)C1*,105.6965321,,,,
754541700.0,*O[Si](*)(C)CCCCCOc1ccc(OC(=O)c2ccc(OCCCC)cc2)cc1,-64.12566312,,,,
762944097.0,*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C4CCC(C(C)(C)c5cc(C)c(*)c(C)c5)CC4C)cc3C)cc2)cc1,250.477212,,,,
765731942.0,*CCNC(=O)CCP(C)(=O)CCC(=O)N*,143.8466204,,,,
768467775.0,*Oc1ccc(Oc2ccc(Oc3cccc(*)n3)cc2)cc1,-19.11943844,,,,
776515253.0,*C(=O)N(*)CCCCCC,14.34014558,,,,
778024152.0,*C(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(OCCCOc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,163.1829015,,,,
779018837.0,*C=C(*)c1cc(CO)c(OCc2ccc(CNC(C)COCCCCCCCC)cc2)c(CO)c1,65.78481038,,,,
783150586.0,*/C=C(\C#N)C(=O)Nc1cccc(NC(=O)/C(C#N)=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccc(N(c5ccccc5)c5ccc(/C=C/c6ccc(*)s6)cc5)cc4)cc3)s2)c1,243.9892983,,,,
787518160.0,*CCC(=O)OCCCC=CCCCOC(=O)CCC1NC(=O)C(*)NC1=O,25.37727633,,,,
790707240.0,*Nc1ccc(CCc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,245.2414672,,,,
791544306.0,*c1ccc(-c2cc(OCCCCCCCCCC)c(*)cc2OCCCCCCCCCC)cc1,61.07976291,,,,
792850218.0,*CCCCS(*)(=O)=O,-14.41108992,,,,
799217349.0,*C(F)(F)C(F)(F)C(F)(F)C(*)(F)C(F)(F)F,-86.88823628,,,,
812618019.0,*C(*)C,122.3867673,,0.2033333333333333,,
817179455.0,*CCN(*)C(=O)CCCCCCCC,-49.55374382,,,,
817764960.0,*Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,136.3718208,,,,
819286039.0,*c1ccc2nc3c4cccc5c6nc7ccc(*)cc7nc6c6cccc(c3nc2c1)c6c45,411.97,,,,
820510299.0,*Nc1ccc(NC(=S)NC(=O)c2ccc(C(=O)NC(*)=S)cc2)cc1,220.8197438,,,,
821229257.0,*Oc1ccc(OC(=O)CCCCCCCC(*)=O)cc1,-6.058372606,,,,
822072702.0,*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(N4C(=O)c5ccc(*)cc5C4=O)cc2)C3=O)cc1,-71.68107141,,,,
822972602.0,*NNC(=O)CCC(=O)NNC(=O)CCCCCCCCC(*)=O,64.69850401,,,,
826258963.0,*C=CC1CC(*)C(C(=O)OCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1C(=O)OCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,27.68661296,,,,
832174357.0,*CCCCCCCCCCCCCCCCCCCCOC(=O)c1ccc(C(=O)O*)cc1,17.27783213,,,,
834642680.0,*c1ccc(-c2ccc(S(=O)(=O)NCCNS(*)(=O)=O)cc2)cc1,173.2454244,,,,
841072650.0,*c1ccc(N(*)CCCCCCC)cc1,110.7170963,,,,
847044135.0,*CC(*)C(=O)N(O)c1ccccc1,141.1832818,,,,
852138859.0,*CCCCCCCCCCCCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(*)C3=O,101.4116865,,,,
859644583.0,*CCCCCCCCCCCCCCOC(=O)C/C=C/CC(=O)O*,-41.10158883,,,,
865948061.0,*c1ccc(-c2ccc(-c3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2)cc1,278.5221779,,,,
866951127.0,*CC(*)CCCC(C)C,5.980301023,,0.2573333333333333,,
867714785.0,*C(C)=C(*)[Si](C)(C)CCCC,152.5242236,,,,
873453731.0,*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)c3cc(*)ccc3n4C)cc2)cc1,73.83261176,,,,
875480288.0,*CCCC1CCN(C(=O)c2ccc(C(=O)C3CCN(*)CC3)c(Oc3ccccc3)c2)CC1,131.1821319,,,,
875491202.0,*c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2)cc1,292.5925873,,,,
876238099.0,*c1ccc(N(*)CCCCCC)cc1,-128.6299242,,,,
881173814.0,*C1C(=O)N(c2ccccc2)C(=O)C1*,197.1821336,,0.143,1.03911953,14.56697254
892241258.0,*Nc1cc(C(=O)O)c(*)cc1OC,93.18891585,,,,
897919146.0,*CCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,-20.66610996,,,,
903930104.0,*c1ccc(OCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCOc2ccc3nc(*)sc3c2)cc1,-17.21827415,,,,
913768396.0,*Oc1ccc(C(=O)OCCOCCOCCOC(=O)c2ccc(OC(=O)Nc3cc(NC(*)=O)ccc3C)cc2)cc1,100.4455143,,,,
918157319.0,*c1c(C)c(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c2c1C(C)(C)CC2,325.2939228,,,,
918773447.0,*c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,472.25,,,,
925163617.0,*C(=O)c1cc(C(=O)c2ccc3[nH]c4ccc(*)cc4c3c2)c(C(=O)O)cc1C(=O)O,106.1795053,,,,
926851553.0,*Cc1c(C)c(C)c(CSC(=O)CCCCC(=O)S*)c(C)c1C,44.80678229,,,,
926945718.0,*c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(-c3ccc4c(c3)C(CCCCCCCCCCCC)(CCCCCCCCCCCC)c3cc(*)ccc3-4)ccc1-2,37.51200969,,,,
933916766.0,*/C=C/*,59.5588378,,0.394,0.775000418,34.672905605
936419032.0,*Oc1ccc(OC(=O)c2ccc(OCCOc3ccc(C(*)=O)cc3)cc2)cc1C,68.01369706,,,,
948650769.0,*c1ccc(C(=O)NCCNC(=O)c2ccc(S(*)(=O)=O)cc2)cc1,205.0712987,,,,
949756192.0,*NNC(=O)c1ccc(NC(=O)c2cc(C(*)=O)cc(N3C(=O)c4c(Cl)c(Cl)c(Cl)c(Cl)c4C3=O)c2)cc1,133.1528291,,,,
950036559.0,*N=Nc1ccc(*)cc1,144.6951233,,,,
